StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:47:24,2019-12-18 15:53:38,IP Address,*******,100,373,True,2019-12-18 15:53:38,R_1mwqoPcbw1b6Mq0,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,72,86,green,,,very good idea,,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Liberal,Weak Democrat,Four year college degree,Black or African American,Bisexual,Woman,"$30,000 - $69,999",4509450,1,1,2
2019-12-18 15:52:47,2019-12-18 15:53:41,IP Address,*******,100,54,True,2019-12-18 15:53:42,R_26aP3dtl64Pjkh3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,73,,,59,green,,,neither a good nor a bad idea,,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Strong Democrat,Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$70,000 - $99,999",8732489,0,1,2
2019-12-18 15:46:55,2019-12-18 15:54:00,IP Address,*******,100,424,True,2019-12-18 15:54:00,R_2D66hjy3DkPkZDl,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,80,,,,85,green,,,pretty good idea,,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (Lean Democrat),Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",5326446,0,0,2
2019-12-18 15:51:04,2019-12-18 15:54:00,IP Address,*******,100,176,True,2019-12-18 15:54:01,R_1jewdaq6BByczuw,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,35,,68,green,,,pretty good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Independent (Lean Democrat),Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",1389666,1,0,2
2019-12-18 15:47:19,2019-12-18 15:54:00,IP Address,*******,100,401,True,2019-12-18 15:54:01,R_3mgjO6v7pFlmVEN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,70,,,100,green,,very good idea,,,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly liberal,Independent (No partisan lean),Four year college degree,White,Bisexual,Woman,"$70,000 - $99,999",3816315,0,1,1
2019-12-18 15:50:49,2019-12-18 15:54:10,IP Address,*******,100,201,True,2019-12-18 15:54:10,R_RfyrFtZFy3WtAHf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,40,,,,60,green,,pretty good idea,,,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly conservative,Independent (Lean Republican),Some college,White,Heterosexual,Man,"Less than $30,000",8122047,0,0,1
2019-12-18 15:50:35,2019-12-18 15:54:13,IP Address,*******,100,217,True,2019-12-18 15:54:13,R_1IoT9goOTkiFNjQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,71,,,,64,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Liberal,Independent (No partisan lean),Four year college degree,Hispanic or Latino,Bisexual,Man,"$30,000 - $69,999",4674221,0,0,1
2019-12-18 15:32:49,2019-12-18 15:54:23,IP Address,*******,100,1294,True,2019-12-18 15:54:23,R_2QR3yyI9WAvvnlz,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,66,48,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Slightly conservative,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",1981448,1,1,1
2019-12-18 15:40:53,2019-12-18 15:54:29,IP Address,*******,100,815,True,2019-12-18 15:54:29,R_9n67XpTMBxBKSv7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,51,,,100,green,,,,neither a good nor a bad idea,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Liberal,Strong Democrat,High school diploma,Black or African American,Heterosexual,Man,"Less than $30,000",5300857,0,1,3
2019-12-18 15:50:35,2019-12-18 15:54:30,IP Address,*******,100,235,True,2019-12-18 15:54:30,R_eb8R7ltrT71GZhL,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,25,,,,0,green,very good idea,,,,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Independent (Lean Republican),Four year college degree,White,Heterosexual,Man,"Less than $30,000",4617644,0,0,0
2019-12-18 15:52:36,2019-12-18 15:54:56,IP Address,*******,100,139,True,2019-12-18 15:54:56,R_p62QaP9tOKmlyoh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,29,,,,49,green,pretty good idea,,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Conservative,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Woman,"Less than $30,000",7211230,0,0,0
2019-12-18 15:53:36,2019-12-18 15:55:04,IP Address,*******,100,88,True,2019-12-18 15:55:05,R_3EFiigo2VRgGPd5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,73,,,,61,green,,,pretty good idea,,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Extremely liberal,Strong Republican,Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$70,000 - $99,999",7285009,0,0,2
2019-12-18 15:52:49,2019-12-18 15:55:11,IP Address,*******,100,141,True,2019-12-18 15:55:11,R_1k0T5Yi9oxIdVNE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,55,75,green,,pretty bad idea,,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",8454964,1,1,1
2019-12-18 15:49:21,2019-12-18 15:55:43,IP Address,*******,100,382,True,2019-12-18 15:55:44,R_1PbCoGpfTWlmcjf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,30,,0,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Slightly conservative,Strong Republican,High school diploma,White,Heterosexual,Woman,"$100,000 - $200,000",3657128,1,0,2
2019-12-18 15:54:13,2019-12-18 15:55:58,IP Address,*******,100,105,True,2019-12-18 15:55:59,R_277o317Ho5QmodM,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,100,,,100,green,,very good idea,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Conservative,Independent (No partisan lean),Some college,White,Heterosexual,Man,"Less than $30,000",4740309,0,1,1
2019-12-18 15:47:51,2019-12-18 15:56:07,IP Address,*******,100,495,True,2019-12-18 15:56:07,R_3CQp52lq8q1irsd,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,82,,94,green,,very good idea,,,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Liberal,Weak Democrat,High school diploma,White,Heterosexual,Man,"$30,000 - $69,999",8411897,1,0,1
2019-12-18 15:54:28,2019-12-18 15:57:00,IP Address,*******,100,151,True,2019-12-18 15:57:00,R_2SIztsakeC4PuYO,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,40,,,,80,green,pretty good idea,,,,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,High school diploma,White,Heterosexual,Woman,"$70,000 - $99,999",4437581,0,0,0
2019-12-18 15:54:43,2019-12-18 15:57:13,IP Address,*******,100,149,True,2019-12-18 15:57:13,R_2rjgYuabOASZtEi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,74,76,green,,very good idea,,,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$30,000 - $69,999",7674587,1,1,1
2019-12-18 15:54:53,2019-12-18 15:57:32,IP Address,*******,100,158,True,2019-12-18 15:57:32,R_riE53qezWdP8WxH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,40,,,,62,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Graduate school or other advanced degree,White,Heterosexual,Man,"$30,000 - $69,999",2482532,0,0,1
2019-12-18 15:56:07,2019-12-18 15:57:40,IP Address,*******,100,93,True,2019-12-18 15:57:40,R_2VOckLPOGx1bwOE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,5,,3,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Some college,White,Heterosexual,Woman,"$30,000 - $69,999",1911405,1,0,1
2019-12-18 15:52:37,2019-12-18 15:58:00,IP Address,*******,100,322,True,2019-12-18 15:58:00,R_1I747QHkeKPC8ua,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,95,,,,50,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Conservative,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Woman,"Less than $30,000",5790116,0,0,1
2019-12-18 15:56:16,2019-12-18 15:58:56,IP Address,*******,100,160,True,2019-12-18 15:58:56,R_RlCTIks6CltPOLv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,53,,,,green,,,,neither a good nor a bad idea,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Weak Democrat,Some college,White,Heterosexual,Woman,"$30,000 - $69,999",2140507,0,1,3
2019-12-18 15:56:08,2019-12-18 15:59:02,IP Address,*******,100,173,True,2019-12-18 15:59:02,R_3PNAybXW6ubd1XY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,20,green,pretty good idea,,,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Independent (Lean Republican),Some college,Hispanic or Latino,Heterosexual,Man,"$100,000 - $200,000",5139913,1,1,0
2019-12-18 15:49:42,2019-12-18 15:59:40,IP Address,*******,100,597,True,2019-12-18 15:59:40,R_2R2PLwET1yLI892,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,62,,,100,green,,pretty good idea,,,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Liberal,Weak Republican,Graduate school or other advanced degree,White,Heterosexual,Woman,"Greater than $200,000",8778204,0,1,1
2019-12-18 15:49:38,2019-12-18 15:59:52,IP Address,*******,100,614,True,2019-12-18 15:59:52,R_1pWqnGukgSLFtXl,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,2,2,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Extremely conservative,Strong Republican,Some college,White,Heterosexual,Woman,"$70,000 - $99,999",6669063,1,1,2
2019-12-18 15:59:19,2019-12-18 15:59:54,IP Address,*******,100,35,True,2019-12-18 15:59:54,R_2TTcNm8Bk4s1PH7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,48,,,,40,green,pretty good idea,,,,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Liberal,Weak Democrat,Some college,White,Heterosexual,Man,"$30,000 - $69,999",3573421,0,0,0
2019-12-18 15:46:45,2019-12-18 15:59:58,IP Address,*******,100,792,True,2019-12-18 15:59:58,R_1gp6hDBvHCC0pK9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,96,,98,green,very good idea,,,,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Moderate or middle of the road,Strong Democrat,Some college,Black or African American,Heterosexual,Man,"$70,000 - $99,999",9441267,1,0,0
2019-12-18 15:58:58,2019-12-18 15:59:59,IP Address,*******,100,60,True,2019-12-18 15:59:59,R_3HXM0KYHpLXFVru,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,22,3,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Liberal,Weak Democrat,High school diploma,Black or African American,Gay or Lesbian,Transgender Man,"$30,000 - $69,999",3835388,1,1,1
2019-12-18 15:58:52,2019-12-18 16:00:12,IP Address,*******,100,79,True,2019-12-18 16:00:13,R_3KqqtjECt0HmuRs,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,30,,,39,green,,,pretty good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",9940273,0,1,2
2019-12-18 15:48:17,2019-12-18 16:00:48,IP Address,*******,100,750,True,2019-12-18 16:00:48,R_2cbE8oyknixYHM9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,90,,,,100,green,,,,very good idea,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Four year college degree,Other,Heterosexual,Man,"Less than $30,000",8391497,0,0,3
2019-12-18 15:57:41,2019-12-18 16:00:48,IP Address,*******,100,186,True,2019-12-18 16:00:48,R_1lb43Bzh2g3bXZV,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,50,,75,green,,,pretty good idea,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Moderate or middle of the road,Independent (No partisan lean),High school diploma,Black or African American,Heterosexual,Man,"$30,000 - $69,999",7932456,1,0,2
